LotArea,LotConfig,Zone,Floors,OverallCond,YearBuilt,Rooms,SaleCondition,SalePrice
6240,Inside,BrkSide,1.5Fin,7,1930,8,Normal,162900
3922,Inside,Blmngtn,1Story,5,2006,6,Partial,172500
8750,Inside,CollgCr,2Story,5,1994,8,Normal,210000
9855,Corner,Edwards,1Story,5,1956,7,Normal,127500
16492,Corner,NAmes,1Story,6,1966,6,Normal,190000
11214,Corner,Gilbert,2Story,5,1998,10,Normal,199900
8600,Inside,IDOTRR,1.5Fin,6,1937,7,Normal,119500
6000,Inside,OldTown,1.5Fin,7,1948,6,Normal,120000
5684,Inside,OldTown,1Story,8,1930,5,Normal,110000
70761,Inside,ClearCr,1Story,5,1975,5,Normal,280000
9303,Corner,Timber,2Story,5,1996,7,Normal,204000
9000,Inside,Somerst,2Story,5,2008,6,Normal,210000
9297,Inside,Mitchel,1Story,5,1976,8,Family,188000
9600,Inside,NWAmes,1Story,6,1973,6,Normal,175500
4571,Inside,OldTown,2Story,5,1916,7,Abnorml,98000
53227,CulDSac,ClearCr,1Story,6,1954,6,Normal,256000
5100,Inside,OldTown,2Story,7,1925,7,Normal,161000
7015,Corner,BrkSide,1.5Fin,4,1950,5,Normal,110000
8004,Inside,Somerst,2Story,5,2009,8,Partial,263435
7200,Inside,SWISU,2Story,9,1936,6,Normal,155000
8281,Inside,Sawyer,1Story,5,1965,5,Normal,62383
11988,Inside,Crawfor,2Story,7,1934,6,Normal,188700
8430,Inside,CollgCr,1Story,5,1978,5,Normal,124000
3072,Inside,Blmngtn,1Story,5,2004,6,Normal,178740
10628,Inside,NAmes,1Story,5,1970,5,Normal,167000
9480,Inside,NAmes,2Story,7,1942,7,Normal,146500
11428,Inside,NridgHt,1Story,5,2006,7,Normal,250000
9291,Corner,SawyerW,2Story,5,1993,7,Normal,187000
6820,Corner,StoneBr,1Story,5,1985,4,Normal,212000
11952,Inside,NWAmes,2Story,6,1977,8,Normal,190000
3675,Inside,Edwards,SLvl,5,2005,5,Normal,148000
14977,Inside,NridgHt,1Story,5,2006,7,Partial,440000
5330,Inside,StoneBr,1Story,5,2000,6,Normal,251000
8480,Corner,Sawyer,1Story,6,1963,5,Normal,132500
13125,Inside,CollgCr,1Story,5,1997,7,Normal,208900
13693,Inside,NridgHt,2Story,5,2006,9,Normal,380000
10637,Inside,CollgCr,1Story,5,2007,7,Normal,297000
5925,Inside,OldTown,1Story,7,1937,7,Alloca,89471
16033,FR2,NridgHt,1Story,5,2004,8,Normal,326000
11846,Inside,NridgHt,1Story,5,2003,6,Normal,374000
2500,Corner,OldTown,2Story,8,1915,7,Normal,155000
4500,FR2,Mitchel,1Story,5,1998,5,Normal,164000
7758,Corner,Sawyer,1Story,7,1962,6,Normal,132500
9600,Inside,NAmes,1Story,7,1950,5,Normal,147000
10289,Inside,NAmes,1Story,7,1965,6,Normal,156000
12243,Inside,NWAmes,1Story,6,1971,7,Normal,175000
10800,Corner,OldTown,1.5Fin,4,1900,10,Normal,160000
1526,Inside,MeadowV,SFoyer,8,1970,3,Normal,86000
2665,Inside,MeadowV,2Story,6,1976,4,Normal,115000
9490,Inside,NAmes,1.5Fin,7,1941,5,Normal,133000
15578,Corner,Gilbert,2Story,5,2006,8,Partial,172785
7931,Inside,NAmes,1Story,6,1960,6,Normal,155000
5784,Inside,OldTown,1Story,8,1938,4,Normal,91300
7879,Inside,IDOTRR,1Story,5,1920,4,Abnorml,34900
12692,Inside,NoRidge,1Story,5,1992,10,Normal,430000
9120,Inside,BrkSide,1.5Fin,6,1925,8,Normal,184000
7800,Inside,Sawyer,1Story,7,1967,5,Normal,130000
7535,Inside,NAmes,1Story,7,1958,5,Normal,120000
1890,Inside,BrDale,2Story,5,1973,7,Normal,113000
9803,Inside,Somerst,2Story,5,2005,7,Normal,226700
9170,Corner,Edwards,1Story,7,1965,6,Normal,140000
15602,Inside,Crawfor,1Story,8,1959,6,Normal,289000
2308,Inside,NPkVill,2Story,5,1974,6,Normal,147000
7596,Inside,OldTown,2Story,5,1952,10,Normal,124500
9554,Inside,SawyerW,2Story,5,1993,8,Normal,215000
7862,Inside,Somerst,1Story,5,2009,4,Partial,208300
9600,Inside,OldTown,2Story,9,1928,7,Normal,161000
9600,Corner,NAmes,1Story,6,1959,6,Normal,124500
14559,Inside,NAmes,1Story,7,1951,6,Normal,164900
6792,Inside,NridgHt,1Story,5,2005,6,Partial,202665
9100,Corner,NAmes,1Story,5,1958,5,Normal,129900
9187,Corner,Mitchel,1Story,5,1983,5,Normal,134000
10594,Inside,Crawfor,1.5Unf,5,1926,5,Normal,96500
12220,Inside,NridgHt,1Story,5,2009,9,Partial,402861
10448,Corner,NWAmes,SLvl,6,1972,7,Abnorml,158000
10208,Inside,NoRidge,2Story,5,1996,7,Normal,265000
9531,CulDSac,CollgCr,2Story,5,1998,7,Normal,211000
10918,Inside,Crawfor,2Story,9,1926,9,Normal,234000
10800,Inside,OldTown,2Story,7,1900,7,Normal,106250
11988,Corner,NAmes,1Story,6,1957,6,Normal,150000
5000,Corner,BrkSide,1.5Fin,7,1947,7,Normal,159000
40094,Inside,Edwards,2Story,5,2007,11,Partial,184750
11787,Inside,NoRidge,2Story,5,1996,8,Normal,315750
7500,Inside,Somerst,1Story,5,2005,6,Normal,176000
13300,Inside,NAmes,1Story,7,1956,4,Normal,132000
14948,Inside,NridgHt,2Story,5,2008,11,Partial,446261
9098,Inside,Edwards,1Story,7,1920,5,Normal,86000
32668,CulDSac,Crawfor,1Story,3,1957,9,Alloca,200624
10200,Inside,Timber,SLvl,5,1988,5,Abnorml,175000
6155,FR3,BrkSide,2Story,8,1920,6,Normal,128000
7200,Inside,NAmes,1Story,7,1955,5,Normal,107500
5000,Inside,BrkSide,1Story,3,1946,2,Normal,39300
9056,Inside,Gilbert,2Story,5,2004,6,Normal,178000
7000,Inside,Edwards,2Story,7,1910,5,Normal,107500
8924,CulDSac,CollgCr,2Story,5,1998,8,Normal,188000
12735,FR2,NAmes,1Story,5,1972,5,Normal,111250
11553,Inside,Sawyer,1Story,5,1968,7,Normal,158000
11423,Inside,CollgCr,1Story,5,2001,6,Normal,272000
14601,Inside,Timber,1Story,5,2006,8,Normal,315000
11000,FR2,NoRidge,2Story,5,2000,8,Normal,248000
10140,Inside,NWAmes,1Story,5,1998,7,Normal,213250
4058,Inside,NAmes,SFoyer,5,1998,4,Normal,133000
17104,Inside,Gilbert,2Story,5,2006,7,Partial,179665
13837,Corner,NWAmes,1.5Fin,5,1988,9,Normal,229000
8737,Inside,BrkSide,1.5Fin,7,1923,6,Normal,210000
7244,Inside,Mitchel,SFoyer,7,1970,5,Normal,129500
8235,Inside,OldTown,1Story,7,1955,4,Normal,125000
9375,Inside,Somerst,2Story,5,2003,8,Normal,263000
4043,Inside,NPkVill,1Story,6,1977,4,Abnorml,140000
6000,Inside,OldTown,1Story,6,1957,5,Normal,112500
11146,Inside,NridgHt,1Story,5,2006,7,Normal,255500
8777,Inside,Edwards,1Story,5,1949,5,Normal,108000
10625,Inside,NridgHt,2Story,5,2003,8,Normal,284000
6380,Inside,BrkSide,1.5Unf,6,1922,5,Normal,113000
14850,Inside,NAmes,1Story,5,1957,6,Normal,141000
11040,Inside,IDOTRR,1.5Fin,6,1920,7,Normal,108000
21872,FR2,Gilbert,2Story,5,1996,6,Normal,175000
3196,Inside,Blmngtn,1Story,5,2003,7,Normal,234000
11341,Inside,Sawyer,1Story,6,1957,5,Normal,121500
10010,Inside,Mitchel,1Story,5,1974,6,Normal,170000
13907,Inside,Edwards,1Story,6,1940,6,Normal,108000
21780,Inside,Edwards,1.5Fin,7,1918,8,Normal,185000
13346,CulDSac,NoRidge,2Story,5,1992,9,Normal,268000
6858,Corner,SWISU,2Story,4,1915,6,Normal,128000
11198,Inside,StoneBr,2Story,5,2005,11,Normal,325000
10171,Inside,NridgHt,1Story,5,2004,7,Normal,214000
12327,Inside,SawyerW,1.5Fin,8,1983,5,Normal,316600
7032,Corner,NAmes,SFoyer,5,1979,4,Normal,135960
13101,Inside,NAmes,1Story,5,1965,10,Normal,142600
7332,Inside,NAmes,1Story,6,1959,4,Abnorml,120000
13159,Corner,Timber,2Story,5,2009,6,Partial,224500
9967,Inside,Gilbert,SLvl,5,2000,8,Normal,170000
10500,FR2,NAmes,SLvl,7,1971,5,Normal,139000
8480,Inside,NAmes,1.5Fin,5,1947,6,Abnorml,118500
6292,Inside,SWISU,1.5Fin,7,1928,6,Normal,145000
11777,Inside,Sawyer,SLvl,6,1966,6,Abnorml,164500
3604,Corner,Somerst,2Story,5,2007,5,Abnorml,146000
12150,Inside,OldTown,1.5Fin,5,1954,7,Normal,131500
14585,CulDSac,NAmes,1Story,6,1960,7,Normal,181900
12704,Inside,NridgHt,1Story,5,2008,8,Partial,253293
11841,Inside,Edwards,SFoyer,5,1990,5,Normal,118500
13500,Inside,OldTown,2.5Unf,9,1893,9,Normal,325000
6120,Inside,BrkSide,1.5Fin,7,1935,6,Normal,133000
11443,Inside,Timber,1Story,5,2005,7,Partial,369900
10267,Inside,BrkSide,1Story,7,1918,5,Normal,130000
8740,Inside,Sawyer,SFoyer,6,1982,4,Normal,137000
25095,Inside,ClearCr,1Story,8,1968,5,Partial,143000
9100,Inside,BrkSide,1Story,6,1930,4,Normal,79500
8320,Inside,CollgCr,2Story,5,2004,6,Normal,185900
13478,Corner,NridgHt,2Story,5,2008,10,Normal,451950
6600,Inside,Mitchel,1Story,8,1982,4,Normal,138000
4435,Inside,CollgCr,1Story,5,2003,4,Normal,140000
7990,Inside,CollgCr,1Story,6,1975,5,Normal,110000
11302,Inside,StoneBr,1Story,5,2005,7,Partial,319000
3600,Inside,OldTown,2Story,7,1910,7,Normal,114504
3922,Inside,Blmngtn,1Story,5,2006,7,Partial,194201
12984,Inside,Crawfor,1Story,6,1977,7,Normal,217500
1950,Inside,Blueste,2Story,6,1980,6,Normal,151000
10927,Inside,NridgHt,2Story,5,2005,8,Normal,275000
9000,Inside,IDOTRR,1.5Fin,6,1937,6,Normal,141000
10041,Inside,SawyerW,2Story,5,1992,8,Abnorml,220000
3182,Inside,Somerst,2Story,5,2004,4,Normal,151000
12803,Inside,CollgCr,1Story,5,2002,6,Normal,221000
13600,Inside,NAmes,2Story,6,1965,7,Normal,205000
12464,Corner,CollgCr,1Story,5,1996,6,Normal,152000
7800,Inside,Edwards,2Story,8,1948,8,Normal,225000
12168,Inside,Crawfor,2Story,6,1934,10,Alloca,359100
7943,Inside,Sawyer,1Story,5,1961,5,Normal,118500
11050,Inside,CollgCr,2Story,5,2000,8,Normal,313000
10395,FR2,NWAmes,SLvl,6,1978,6,Normal,148000
11885,Inside,CollgCr,2Story,5,2001,7,Normal,261500
8402,Inside,Mitchel,1Story,5,2007,6,Partial,147000
1491,Inside,MeadowV,SFoyer,6,1972,3,Normal,75500
8800,Inside,NAmes,SFoyer,7,1963,6,Abnorml,137500
7861,Inside,Gilbert,2Story,5,2002,7,Normal,183200
7227,Corner,NAmes,1.5Unf,6,1954,4,Normal,105500
11694,Inside,NridgHt,1Story,5,2007,9,Partial,314813
12244,Inside,Timber,2Story,5,2003,10,Normal,305000
8248,Inside,Edwards,1Story,3,1914,5,Normal,67000
10800,Inside,NWAmes,2Story,7,1974,9,Normal,240000
7064,Inside,Sawyer,1Story,6,1977,6,Normal,135000
2117,Inside,Somerst,2Story,5,2000,4,Normal,168500
10400,Inside,NWAmes,2Story,5,1972,8,Normal,165150
10000,Corner,NAmes,1Story,6,1962,5,Normal,160000
12342,Inside,NAmes,1Story,5,1960,6,Normal,139900
9600,Inside,NAmes,SLvl,6,1955,7,Normal,153000
11606,Inside,NAmes,2Story,5,1969,9,Family,135000
9020,Corner,NAmes,SLvl,5,1964,6,Normal,168500
9000,Corner,OldTown,2Story,6,1880,8,Abnorml,124000
4590,Inside,NridgHt,1Story,5,2006,6,Normal,209500
11900,Inside,NWAmes,1Story,5,1977,6,Family,82500
9250,Corner,NAmes,1Story,7,1954,6,Normal,139400
6979,Inside,OldTown,SFoyer,5,1980,4,Normal,144000
10896,Inside,SWISU,2.5Fin,7,1914,14,Abnorml,200000
6120,Inside,BrkSide,1Story,3,1936,4,Normal,60000
6000,Inside,OldTown,1.5Fin,4,1954,7,Normal,93000
8777,Inside,Edwards,1Story,7,1910,4,Normal,85000
3982,Inside,Blmngtn,1Story,5,2006,7,Partial,264561
12677,Inside,NridgHt,1Story,5,2003,6,Normal,274000
7050,Inside,Somerst,2Story,5,2001,7,Normal,226000
13860,Inside,NAmes,SLvl,7,1972,9,Normal,345000
10793,Inside,NWAmes,2Story,5,1969,7,Normal,152000
9187,Inside,Somerst,1Story,5,2009,7,Partial,370878
10530,Corner,NAmes,1Story,5,1971,5,Normal,143250
7200,Inside,NAmes,1Story,5,1950,7,Normal,98300
10452,Inside,Edwards,1Story,5,1953,5,Normal,155000
7700,Inside,NAmes,2Story,5,1966,7,Normal,155000
1936,Inside,MeadowV,SFoyer,6,1970,3,Normal,84500
8125,Inside,Somerst,2Story,6,2007,7,Normal,205950
9084,Inside,Edwards,2Story,5,1940,7,Normal,108000
8750,Inside,CollgCr,2Story,5,1996,7,Normal,191000
10320,Inside,IDOTRR,1.5Fin,7,1906,7,Normal,135000
10437,Inside,NoRidge,1Story,6,1995,7,Normal,350000
1680,Inside,BrDale,2Story,5,1971,6,Family,88000
10007,Inside,NAmes,1Story,7,1959,5,Normal,145500
7200,Inside,Crawfor,2Story,6,1931,6,Normal,149000
17503,Inside,NAmes,1.5Fin,5,1948,6,Abnorml,97500
9937,Corner,Edwards,1Story,7,1964,7,Normal,167000
12384,CulDSac,NWAmes,2Story,7,1976,7,Normal,197900
46589,CulDSac,NoRidge,2Story,7,1994,8,Normal,402000
13560,Corner,NAmes,1Story,3,1968,5,Normal,110000
10012,Inside,Edwards,SFoyer,5,1972,6,Normal,137500
20896,CulDSac,Somerst,1Story,5,2005,8,Partial,423000
11194,Corner,Gilbert,2Story,5,2000,7,Normal,230500
18450,Inside,NAmes,2Story,5,1965,7,Abnorml,129000
8125,Inside,SawyerW,1Story,5,1994,7,Normal,193500
14175,Corner,Sawyer,1Story,6,1956,6,Normal,168000
11600,Inside,Crawfor,1Story,5,1922,5,Normal,137500
8633,FR2,CollgCr,2Story,5,2005,7,Normal,173500
6629,Inside,Edwards,2Story,6,1925,6,Normal,103600
11250,Inside,Veenker,1Story,6,1977,6,Normal,165000
14442,Inside,Crawfor,1Story,7,1957,7,Normal,257500
9200,Inside,NAmes,1Story,6,1965,5,Normal,140000
2289,Inside,NPkVill,2Story,6,1978,7,Normal,148500
9600,Inside,OldTown,2Story,2,1900,8,Normal,87000
9022,Inside,OldTown,1Story,8,1924,5,Normal,109500
11844,Inside,StoneBr,1Story,5,2008,7,Partial,372500
9945,Inside,Sawyer,1Story,5,1961,5,Normal,128500
8012,Inside,SawyerW,1Story,5,1980,5,Normal,143000
4500,Inside,SWISU,1.5Fin,5,1932,6,Abnorml,159434
2887,Inside,ClearCr,1Story,5,1996,6,Normal,173000
11248,Corner,CollgCr,1Story,5,2002,7,Normal,285000
16770,CulDSac,NoRidge,2Story,5,1998,7,Normal,221000
5062,CulDSac,StoneBr,2Story,5,1984,6,Normal,207500
10207,Inside,Somerst,2Story,6,2007,7,Partial,227875
5105,FR2,Somerst,2Story,5,2004,4,Normal,148800
8089,Inside,StoneBr,1Story,6,2007,7,Partial,392000
7577,Corner,NridgHt,1Story,5,2005,6,Normal,194700
4426,Inside,CollgCr,1Story,5,2004,3,Normal,141000
21535,Corner,NoRidge,2Story,6,1994,10,Normal,755000
26178,Inside,Timber,2Story,5,1989,9,Normal,335000
5400,Corner,OldTown,1Story,6,1921,4,Abnorml,108480
6120,Corner,BrkSide,1.5Fin,6,1936,5,Normal,141500
13811,Inside,Timber,1Story,6,1987,5,Normal,176000
6000,Inside,BrkSide,1Story,7,1921,4,Normal,89000
6420,Inside,Edwards,1Story,7,1952,6,Normal,123500
8450,Inside,Sawyer,1Story,8,1965,5,Normal,138500
4282,Inside,Somerst,1Story,5,2004,5,Normal,196000
14331,Inside,Timber,1Story,5,2002,7,Normal,312500
9600,Inside,NWAmes,1Story,5,1969,6,Normal,140000
12438,Inside,StoneBr,2Story,5,2006,10,Partial,361919
7630,Inside,OldTown,2Story,9,1900,8,Normal,140000
8400,Inside,CollgCr,1Story,5,2004,7,Normal,213000
5600,Inside,IDOTRR,2Story,5,1930,7,Normal,55000
115149,CulDSac,ClearCr,1Story,5,1971,5,Normal,302000
6240,Inside,NridgHt,1Story,5,2006,6,Normal,254000
9018,Inside,Gilbert,2Story,5,2007,8,Partial,179540
7162,Inside,Sawyer,1Story,7,1966,6,Abnorml,109900
4130,Inside,BrkSide,1Story,6,1935,5,Normal,52000
8712,Inside,IDOTRR,1.5Fin,7,1900,7,Abnorml,102776
4671,Inside,StoneBr,1Story,5,1988,5,Normal,189000
9873,Inside,BrkSide,1Story,5,1970,6,Normal,129000
13517,CulDSac,Sawyer,2Story,8,1976,6,Normal,130500
10140,Inside,NWAmes,1Story,5,1974,7,Normal,165000
10800,Inside,OldTown,2Story,8,1890,8,Normal,159500
10000,Inside,NWAmes,1Story,6,1973,5,Normal,157000
10542,Inside,NoRidge,2Story,5,1993,9,Normal,341000
9920,Inside,CollgCr,1Story,6,1969,5,Normal,128500
6563,CulDSac,StoneBr,1Story,5,1985,5,Normal,275000
4426,Inside,CollgCr,1Story,5,2004,3,Normal,143000
8120,Inside,NAmes,1Story,7,1970,5,Normal,124500
8172,Inside,Edwards,1.5Fin,6,1954,7,Normal,135000
13286,Inside,Edwards,1Story,5,2007,8,Normal,320000
6960,Inside,NAmes,1Story,6,1970,5,Normal,120500
21695,Corner,Crawfor,1Story,9,1988,5,Normal,222000
7314,Inside,CollgCr,1Story,5,2007,6,Normal,194500
11475,Corner,NAmes,1Story,5,1958,9,Abnorml,110000
6240,Inside,IDOTRR,1.5Fin,5,1925,5,Normal,103000
5389,Inside,StoneBr,1Story,5,1995,5,Normal,236500
9590,Corner,Timber,SLvl,5,2003,6,Normal,187500
11404,Inside,CollgCr,2Story,5,1998,8,Normal,222500
10000,Corner,Sawyer,1Story,6,1961,6,Normal,131400
8978,Corner,Sawyer,1Story,5,1968,6,Family,108000
10800,Inside,OldTown,2.5Unf,7,1914,6,Normal,163000
8544,Inside,NAmes,1Story,4,1950,6,Normal,93500
10463,CulDSac,Gilbert,2Story,5,2005,8,Normal,239900
10800,Inside,Edwards,1Story,5,1987,5,Alloca,179000
9313,Inside,CollgCr,2Story,5,2004,7,Normal,190000
9600,Inside,OldTown,2Story,7,1910,7,Abnorml,132000
6768,Inside,Sawyer,1Story,8,1961,5,Normal,142000
8450,Inside,SawyerW,1Story,5,2000,6,Normal,179000
12886,Inside,Sawyer,SLvl,6,1963,6,Normal,175000
5395,Inside,StoneBr,1Story,5,1993,5,Normal,180000
8963,Inside,NWAmes,2Story,9,1976,11,Normal,299800
8795,Inside,Gilbert,2Story,5,2000,8,Normal,236000
11700,Corner,OldTown,2Story,7,1880,8,Normal,265979
10593,Inside,NoRidge,1Story,5,1996,7,Normal,260400
8405,Inside,Edwards,1.5Fin,3,1945,9,Normal,98000
8800,Corner,OldTown,1.5Fin,7,1910,7,Normal,96500
7750,Inside,Gilbert,2Story,5,2003,6,Normal,162000
9236,Inside,CollgCr,1Story,5,1997,6,Normal,217000
10240,Inside,NridgHt,2Story,5,2005,8,Normal,275500
7930,Inside,NAmes,1Story,8,1969,5,Normal,156000
3230,Inside,Somerst,2Story,5,1999,6,Normal,172500
10769,Inside,CollgCr,2Story,5,2007,7,Normal,212000
11616,CulDSac,Sawyer,2Story,5,1978,6,Abnorml,158900
2280,Inside,Somerst,2Story,5,1999,6,Normal,179400
12257,Inside,NoRidge,2Story,5,1995,9,Normal,290000
9100,Inside,NAmes,1Story,6,1959,5,Normal,127500
6911,FR2,BrkSide,1Story,5,1924,5,Normal,100000
8640,Inside,Somerst,2Story,5,2009,7,Normal,215200
9430,Inside,NoRidge,2Story,5,1999,8,Normal,337000
9549,CulDSac,Veenker,1Story,5,1995,6,Normal,270000
14587,Inside,Somerst,1Story,5,2008,6,Partial,264132
10421,Inside,NWAmes,2Story,5,1988,7,Normal,196500
12508,Inside,Mitchel,1.5Fin,7,1940,7,Normal,160000
9100,Inside,CollgCr,1Story,5,2004,8,Normal,216837
53504,CulDSac,StoneBr,2Story,5,2003,12,Normal,538000
7252,CulDSac,Sawyer,SFoyer,5,1982,5,Normal,134900
8877,Inside,Edwards,1Story,5,1951,6,Normal,102000
7819,Inside,Edwards,SLvl,5,1976,6,Abnorml,107000
10150,Inside,NAmes,1Story,5,1958,5,Normal,114500
14226,Corner,NridgHt,1Story,5,2006,9,Partial,395000
4500,FR2,Mitchel,1Story,5,1998,5,Normal,162000
11210,Inside,CollgCr,1Story,5,2005,7,Partial,221500
13350,Inside,Sawyer,1Story,5,1974,5,Normal,142500
8400,Inside,SawyerW,1Story,5,1977,10,Normal,144000
10530,Inside,Mitchel,SFoyer,5,1977,4,Normal,135000
7875,Inside,Gilbert,1Story,5,1995,6,Normal,176000
7153,Inside,SawyerW,2Story,5,1992,7,Normal,175900
16285,Inside,CollgCr,1Story,5,2001,6,Normal,187100
9101,Corner,Mitchel,SFoyer,6,1978,4,Normal,165500
6300,Inside,OldTown,2.5Unf,6,1914,9,Normal,128000
9790,Inside,NWAmes,1Story,5,1967,7,Normal,161500
10800,Inside,OldTown,1.5Fin,6,1915,7,Normal,139000
10142,Inside,SawyerW,2Story,5,2004,8,Normal,233000
6000,Corner,OldTown,1Story,7,1954,4,Normal,107900
12205,Inside,ClearCr,2Story,8,1966,9,Normal,187500
3182,Inside,Blmngtn,1Story,5,2005,5,Normal,160200
11333,Corner,Mitchel,SLvl,5,1976,5,Normal,146800
9920,CulDSac,NoRidge,2Story,5,1996,8,Normal,269790
9158,Inside,Somerst,1Story,5,2007,7,Partial,225000
10832,Corner,Gilbert,2Story,5,1994,7,Normal,194500
8400,Inside,SawyerW,2Story,6,1980,7,Normal,171000
8197,Inside,Sawyer,1Story,5,1977,7,Normal,143500
7677,Inside,NAmes,1Story,5,1953,4,Abnorml,110000
13518,Inside,NridgHt,2Story,5,2008,11,Partial,485000
7200,Corner,SWISU,1.5Fin,7,1937,7,Normal,175000
12798,Inside,ClearCr,2Story,5,1997,8,Normal,200000
4800,Inside,IDOTRR,1Story,7,1916,5,Normal,109900
8199,Inside,CollgCr,2Story,5,2005,7,Normal,189000
13891,Inside,NridgHt,2Story,5,2008,12,Partial,582933
9000,Inside,NAmes,1Story,5,1954,5,Family,118000
12274,FR2,Somerst,1Story,5,2008,6,Partial,227680
9750,Inside,NAmes,SLvl,5,1967,6,Normal,135500
21384,Inside,BrkSide,2Story,6,1923,6,Normal,223500
13400,Inside,NAmes,SLvl,5,1966,6,Normal,159950
8100,Corner,OldTown,2.5Unf,5,1898,11,Normal,106000
10140,Inside,NWAmes,1Story,6,1974,5,Normal,181000
4438,Inside,CollgCr,1Story,5,2004,4,Normal,144500
8712,Inside,IDOTRR,1Story,5,1952,4,Alloca,55993
9750,Inside,NAmes,1Story,6,1958,7,Normal,157900
8248,Inside,Edwards,1.5Fin,7,1918,7,Normal,116000
12137,CulDSac,CollgCr,1Story,5,1998,6,Normal,224900
11425,Corner,NAmes,1Story,6,1954,4,Normal,137000
13265,CulDSac,Mitchel,1Story,5,2002,7,Normal,271000
8816,Inside,ClearCr,SLvl,7,1971,6,Normal,155000
6371,Inside,NridgHt,1Story,5,2009,6,Partial,224000
7226,CulDSac,CollgCr,2Story,5,2003,6,Normal,183000
6000,Inside,OldTown,1Story,4,1953,4,Normal,93000
12394,Corner,Gilbert,2Story,5,2003,7,Family,225000
9900,Inside,SWISU,1.5Fin,7,1940,7,Normal,139500
11216,Inside,Somerst,1Story,5,2006,7,Partial,232600
14803,Inside,NridgHt,1Story,5,2007,7,Partial,385000
6130,Inside,BrkSide,1.5Unf,6,1924,5,Normal,109500
8529,Inside,SawyerW,1Story,5,2001,6,Normal,189000
28698,CulDSac,ClearCr,2Story,5,1967,7,Abnorml,185000
2544,Inside,Somerst,2Story,5,2005,4,Normal,147400
11900,Corner,NAmes,1Story,5,1957,6,Normal,166000
3180,Inside,Somerst,2Story,5,2005,4,Normal,151000
9548,CulDSac,CollgCr,2Story,6,2003,7,Normal,237000
10004,Inside,NAmes,1Story,6,1964,6,Normal,167000
7875,Inside,NAmes,1Story,6,1961,6,Normal,139950
9600,Inside,Sawyer,1Story,7,1950,4,Normal,128000
8100,Inside,OldTown,1Story,6,1948,5,Normal,153500
1680,Inside,BrDale,2Story,5,1973,5,Normal,100000
9525,Inside,CollgCr,1Story,6,1995,6,Normal,144000
11767,Inside,Edwards,1.5Fin,6,1946,6,Normal,130500
12155,Inside,SWISU,2Story,8,1925,7,Normal,140000
10440,Inside,OldTown,2Story,8,1904,8,Normal,157500
9020,Inside,NAmes,SLvl,7,1966,6,Normal,174900
8000,Corner,NAmes,1Story,4,1961,10,Normal,141000
12665,Inside,OldTown,1.5Fin,8,1915,7,Normal,153900
16647,CulDSac,Sawyer,SFoyer,5,1975,6,Normal,171000
9317,Inside,SawyerW,2Story,5,1993,7,Normal,213000
15523,CulDSac,CollgCr,1Story,6,1972,5,Normal,133500
45600,Inside,ClearCr,1.5Fin,8,1908,10,Normal,240000
9600,FR2,Veenker,SLvl,7,1976,7,Normal,187000
4435,Inside,CollgCr,1Story,5,2003,3,Normal,131500
3196,Inside,Blmngtn,1Story,5,2003,7,Normal,215000
7128,Inside,Crawfor,2.5Unf,5,1941,7,Normal,164000
12095,Corner,NAmes,SLvl,6,1964,7,Normal,158000
17920,Inside,Sawyer,1Story,4,1955,6,Abnorml,170000
6897,Corner,Sawyer,1Story,8,1962,6,Normal,127000
10970,Inside,CollgCr,SLvl,6,1978,5,Normal,147000
8125,Inside,Gilbert,2Story,5,1994,6,Normal,174000
10400,Inside,NWAmes,1Story,5,1976,6,Family,152000
11029,Corner,NWAmes,2Story,7,1968,9,Normal,250000
7642,Corner,Crawfor,1.5Fin,8,1918,7,Normal,189950
11625,Inside,Sawyer,1Story,4,1965,6,Normal,131500
9672,Corner,SawyerW,1Story,5,1984,6,Normal,152000
7931,Inside,NAmes,1Story,5,1959,6,Normal,132500
8640,Inside,Somerst,1Story,5,2007,6,Partial,250580
8750,Inside,NAmes,1Story,6,1970,5,Normal,148500
10656,Inside,Timber,1Story,5,2006,6,Partial,248900
6970,Corner,Sawyer,1Story,5,1961,5,Normal,129000
14762,Corner,Gilbert,2Story,6,1948,7,Normal,169000
9938,Inside,SawyerW,2Story,5,1993,8,Normal,236000
6600,Inside,NAmes,1Story,5,1962,5,Normal,109500
8750,Inside,CollgCr,2Story,5,1998,7,Normal,200500
8892,Corner,NAmes,1Story,7,1953,5,Normal,116000
12144,Inside,NAmes,1Story,7,1949,6,Normal,133000
5720,Inside,OldTown,1.5Fin,6,1941,5,Abnorml,66500
9000,Inside,Somerst,2Story,5,2007,11,Partial,303477
25286,Inside,Mitchel,1Story,5,1963,5,Normal,132250
8834,Inside,NridgHt,2Story,5,2004,10,Normal,350000
11782,Inside,Sawyer,SFoyer,7,1961,6,Normal,148000
7000,CulDSac,CollgCr,1Story,8,1978,6,Normal,136500
7024,Inside,Edwards,1Story,5,2005,5,Normal,157000
13758,CulDSac,Timber,1.5Fin,5,1990,7,Normal,187500
9636,Corner,Gilbert,2Story,5,1992,7,Normal,178000
6204,Inside,SWISU,2.5Fin,5,1912,10,Normal,118500
7150,Inside,NAmes,1Story,5,1967,5,Normal,100000
5119,CulDSac,Somerst,1Story,5,1999,5,Abnorml,328900
8393,Corner,NAmes,1Story,5,1959,8,Family,145000
